Head,Neck,Shoulders,Chest,Waist,Legs,Feet,Wrist,Hands,Ring 1,Ring 2,Trinket 1,Trinket 2,Back,Main Hand,Off Hand,character.id,Tabard,Shirt
Darkfrost Helmet,Reinforced High Collar,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Dynamo Doomstompers,Thunderous Echo Vambraces,Fleshfused Crushers,Hyperlight Band,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Cloak of Enveloping Manifestations,Sinsmasher,Acidslough Bulwark,98623220,Renowned Guild Tabard,
Darkfrost Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Muckwallow Stompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Slimy Consumptive Organ,Darkmoon Deck: Voracity,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,150720021,Tabard of the 7th Legion,Precious' Ribbon
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Stitchflesh's Misplaced Signet,Most Regal Signet of Sire Denathrius,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Blighted Margrave's Cloak,Supercollider,Acidslough Bulwark,177925658,Renowned Guild Tabard,
Shadowghast Helm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Sapsteel Breastplate,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Sinful Gladiator's Plate Handguards,Band of the Risen Bonelord,Stitchflesh's Misplaced Signet,Blood-Spattered Scale,Pulsating Stoneheart,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,118567286,,Fashionable Undershirt
Wrathbark Greathelm,Charm of Eternal Winter,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Halkias's Towering Pillars,Dynamo Doomstompers,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Ritual Bone Band,Signet of the False Accuser,Overwhelming Power Crystal,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,117709624,Bilgewater Cartel Tabard,Yellow Lumberjack Shirt
Wing Commander's Helmet,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Cautious Calculation,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Hellhound Cuffs,Selfless Collector's Gauntlets,Signet of the False Accuser,Stitchflesh's Misplaced Signet,Sinful Aspirant's Insignia of Alacrity,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,208640707,Tabard of the Dark Iron,
Shadowghast Helm,Noble's Birthstone Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Legplates of Unholy Frenzy,Errant Crusader's Greaves,Thunderous Echo Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Viscera of Coalesced Hatred,Bladedancer's Armor Kit,Drape of Twisted Loyalties,Sophisticated Bonecracker,Encrusted Canopic Lid,188413191,Tabard of Ramkahen,
Wing Commander's Helmet,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Reality-Shatter Vambraces,Fleshfused Crushers,Signet of the False Accuser,Death God's Signet,Blood-Spattered Scale,Anima Field Emitter,Blighted Margrave's Cloak,Gorestained Cleaver,Acidslough Bulwark,166564114,,
Plague Handler's Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Girdle of the Soulflayer,Halkias's Towering Pillars,Dynamo Doomstompers,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Arachnid Cipher Ring,Signet of the False Accuser,Gluttonous Spike,Pulsating Stoneheart,Mantle of Manifest Sins,Supercollider,Barricade of the Endless Empire,167039981,,
Wrathbark Greathelm,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Halkias's Towering Pillars,Errant Crusader's Greaves,Vambraces of the Depraved Warden,Fleshfused Crushers,Stitchflesh's Misplaced Signet,Death God's Signet,Gluttonous Spike,Blood-Spattered Scale,Blighted Margrave's Cloak,Sophisticated Bonecracker,Acidslough Bulwark,174647654,,Antiseptic-Soaked Dressing
Shadowghast Helm,Azure-Venom Choker,Prankster's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Gormshell Greaves,Stoneguard Attendant's Boots,Thunderous Echo Vambraces,Guilewind Stone Talons,Ritualist's Treasured Ring,Bloodoath Signet,Anima Field Emitter,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,133407722,Stormwind Tabard,Common White Shirt
Plague Handler's Greathelm,Trailspinner Pendant,Prankster's Pauldrons,Abdominal Securing Chestguard,Shadowghast Waistguard,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Fogweaver Gauntlets,Hyperlight Band,Death God's Signet,Slimy Consumptive Organ,Pulsating Stoneheart,Mantle of Manifest Sins,Plague-Etched Hacker,Stonewrought Gargoyles Barrier,150386357,Argent Crusader's Tabard,Precious' Ribbon
Darkfrost Helmet,Reinforced High Collar,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Fleshfused Crushers,Sinful Gladiator's Ring,Sinful Gladiator's Signet,Sinful Aspirant's Insignia of Alacrity,Sinful Aspirant's Medallion,Sinful Gladiator's Drape,Sophisticated Bonecracker,Sinful Gladiator's Redoubt,200647242,Stormwind Tabard,Blue Lumberjack Shirt
Diadem of Imperious Desire,Muckformed Chain Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Girdle of the Soulflayer,Halkias's Towering Pillars,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Fogweaver Gauntlets,Signet of the False Accuser,Bloodoath Signet,Splintered Heart of Al'ar,Gluttonous Spike,Cowled Batwing Cloak,Axe of the Deadgrove,Acidslough Bulwark,132097532,,Fashionable Undershirt
Wrathbark Greathelm,Sin Stained Pendant,Epaulettes of Overwhelming Force,Rampaging Giant's Chestplate,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Hardened Castle Crushers,Death God's Signet,Bloodoath Signet,Bargast's Leash,Gluttonous Spike,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,119397051,,
Plague Handler's Greathelm,Sin Stained Pendant,Pauldrons of Unleashed Pride,Breastplate of Otherworldly Influence,Shadowghast Waistguard,Galvanized Oxxein Legguards,Dynamo Doomstompers,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Death God's Signet,Fleshfused Circle,Bladedancer's Armor Kit,Anima Field Emitter,Cloak of Enveloping Manifestations,Engorged Worm Smasher,Acidslough Bulwark,85352655,,
Plague Handler's Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Waistguard of Expurged Anguish,Gormshell Greaves,Warboots of Ruthless Conviction,Hellhound Cuffs,Distorted Construct's Gauntlets,Death God's Signet,Arachnid Cipher Ring,Anima Field Emitter,Blood-Spattered Scale,Drape of Twisted Loyalties,Axe of the Deadgrove,Acidslough Bulwark,165305474,Tabard of the Lightbringer,Wraps of the Blood-Soaked Brawler
Shadowghast Helm,Trailspinner Pendant,Unyielding Combatant's Pauldrons,Breastplate of Fatal Contrivances,Binding of Warped Desires,Legplates of Unholy Frenzy,Sabatons of the Rushing Juggernaut,Vambraces of the Depraved Warden,Fleshfused Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Sanguine Vintage,Viscera of Coalesced Hatred,Blighted Margrave's Cloak,Gorestained Cleaver,Encrusted Canopic Lid,153078382,Renowned Guild Tabard,
Ancient Iron Heaume,Sin Stained Pendant,Prankster's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Dread Sentinel's Ebony Legguards,Errant Crusader's Greaves,Flamewatch Armguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Death God's Signet,Gluttonous Spike,Anima Field Emitter,Crest of the Legionnaire General,Barbed-Edge of the Stone Legion,Stonewrought Gargoyles Barrier,89408739,,Irradiated Undercoat
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Fleshfused Crushers,Death God's Signet,Most Regal Signet of Sire Denathrius,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Axe of the Deadgrove,Barricade of the Endless Empire,119055674,,
Diadem of Imperious Desire,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Brutal Dissonance,Fused Bone Greatbelt,Gormshell Greaves,Muckwallow Stompers,Soldier's Stoneband Wristguards,Colossal Plate Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Viscera of Coalesced Hatred,Bargast's Leash,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Chyrus's Crest of Hope,73915013,,
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ritual Bone Band,Hyperlight Band,Furnace Stone,Viscera of Coalesced Hatred,Shawl of the Shattered Giant,Sacred Sparrer's Edge,Elysian Sentinel's Aegis,99940461,,
Wrathbark Greathelm,Sinful Gladiator's Amulet,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Scarred Bloodbound Girdle,Halkias's Towering Pillars,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Ritualist's Treasured Ring,Ardent Sunstar Signet,Blood-Spattered Scale,Inscrutable Quantum Device,Blighted Margrave's Cloak,Engorged Worm Smasher,Sinful Gladiator's Guard,195139208,Tabard of Summer Skies,Red Swashbuckler's Shirt
Wing Commander's Helmet,Azure-Venom Choker,Shadowghast Pauldrons,Breastplate of Cautious Calculation,Stoic Guardsman's Belt,Endlessly Gluttonous Greaves,Errant Crusader's Greaves,Pit Fighter's Wristguards,Fleshfused Crushers,Band of the Risen Bonelord,Signet of the False Accuser,Splintered Heart of Al'ar,Blood-Spattered Scale,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,193975499,Tushui Tabard,
Sinful Aspirant's Plate Helm,Sinful Gladiator's Pendant,Unyielding Combatant's Pauldrons,Sinful Gladiator's Plate Chestguard,Sinful Gladiator's Plate Greatbelt,Sinful Gladiator's Plate Legguards,Shadowghast Sabatons,Sinful Gladiator's Plate Wristguards,Fleshfused Crushers,Sinful Gladiator's Band,Sinful Gladiator's Ring,Sinful Aspirant's Medallion,Sinful Gladiator's Insignia of Alacrity,Sinful Gladiator's Drape,Xandria's Kopis of Courage,Sinful Gladiator's Guard,164079219,Stormwind Tabard,
Wing Commander's Helmet,Reinforced High Collar,Epaulettes of Overwhelming Force,Breastplate of Brutal Dissonance,Stoic Guardsman's Belt,Ceremonial Parade Legguards,Shadowghast Sabatons,Pit Fighter's Wristguards,Colossal Plate Gauntlets,Ritualist's Treasured Ring,Hyperlight Band,Wakener's Frond,Grim Codex,Crest of the Legionnaire General,Gorestained Cleaver,Sinful Gladiator's Redoubt,149997292,Darnassus Tabard,Antiseptic-Soaked Dressing
Wing Commander's Helmet,Charm of Eternal Winter,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Galvanized Oxxein Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Death God's Signet,Stitchflesh's Misplaced Signet,Viscera of Coalesced Hatred,Blood-Spattered Scale,Cowled Batwing Cloak,Gorestained Cleaver,Barricade of the Endless Empire,165422020,,
Shadowghast Helm,Charm of Eternal Winter,Pauldrons of Unleashed Pride,Rampaging Giant's Chestplate,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Shoulderblade Vambraces,Fleshfused Crushers,Twisted Witherroot Band,Band of the Risen Bonelord,Slimy Consumptive Organ,Blood-Spattered Scale,Sinful Gladiator's Shawl,Gorestained Cleaver,Acidslough Bulwark,176349608,Lightforged Tabard,
Sinful Aspirant's Plate Helm,Sinful Aspirant's Necklace,Sinful Gladiator's Plate Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Halkias's Towering Pillars,Errant Crusader's Greaves,Reality-Shatter Vambraces,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Ritualist's Treasured Ring,Blood-Spattered Scale,Stone Legion Heraldry,Blighted Margrave's Cloak,Sinsmasher,Chyrus's Crest of Hope,98561098,,Common White Shirt
Diadem of Imperious Desire,Sin Stained Pendant,Epaulettes of Overwhelming Force,Breastplate of Fatal Contrivances,Binding of Warped Desires,Gormshell Greaves,Shadowghast Sabatons,Vambraces of the Depraved Warden,Fleshfused Crushers,Ritualist's Treasured Ring,Arachnid Cipher Ring,Macabre Sheet Music,Splintered Heart of Al'ar,Decadent Nathrian Shawl,Gorestained Cleaver,Acidslough Bulwark,90092932,Court of Harvesters Tabard,
Wrathbark Greathelm,Noble's Birthstone Pendant,Shadowghast Pauldrons,Breastplate of Fatal Contrivances,Stonebark Girdle,Selfless Collector's Legguards,Errant Crusader's Greaves,Soldier's Stoneband Wristguards,Fogweaver Gauntlets,Stitchflesh's Misplaced Signet,Ritual Commander's Ring,Viscera of Coalesced Hatred,Decanter of Anima-Charged Winds,Cloak of Enveloping Manifestations,Sophisticated Bonecracker,Elysian Sentinel's Aegis,187669746,,Captain Sanders' Shirt
Darkfrost Helmet,Sinful Gladiator's Pendant,Shadowghast Pauldrons,Rampaging Giant's Chestplate,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Stoneguard Attendant's Boots,Hellhound Cuffs,Fleshfused Crushers,Sinful Gladiator's Ring,Ritualist's Treasured Ring,Blood-Spattered Scale,Splintered Heart of Al'ar,Cowled Batwing Cloak,Axe of the Deadgrove,Sinful Gladiator's Guard,176086852,,
Wing Commander's Helmet,Gaiazelle's Spiked Collar,Prankster's Pauldrons,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Gormshell Greaves,Errant Crusader's Greaves,Thunderous Echo Vambraces,Colossal Plate Gauntlets,Death God's Signet,Stitchflesh's Misplaced Signet,Inscrutable Quantum Device,Blood-Spattered Scale,Shroud of the Penitent,Axe of the Deadgrove,Sylvan Whiteshield,147634615,,
Wrathbark Greathelm,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Fatal Contrivances,Girdle of the Soulflayer,Endlessly Gluttonous Greaves,Dynamo Doomstompers,Hellhound Cuffs,Guilewind Stone Talons,Ritual Bone Band,Shadowghast Ring,Inscrutable Quantum Device,Darkmoon Deck: Indomitable,Cowled Batwing Cloak,Sinsmasher,Elysian Sentinel's Aegis,161339172,,
Darkfrost Helmet,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Rampaging Giant's Chestplate,Shadowghast Waistguard,Gormshell Greaves,Sabatons of the Rushing Juggernaut,Pit Fighter's Wristguards,Distorted Construct's Gauntlets,Sinful Gladiator's Ring,Hyperlight Band,Viscera of Coalesced Hatred,Splintered Heart of Al'ar,Winter's Frigid Embrace,Engorged Worm Smasher,Sinful Gladiator's Guard,108831605,Illustrious Guild Tabard,Artisan Officer's Shirt
Shadowghast Helm,Charm of Eternal Winter,Unyielding Combatant's Pauldrons,Shieldguard's Breastplate,Binding of Warped Desires,Gormshell Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Fleshfused Crushers,Band of the Risen Bonelord,Bloodoath Signet,Bargast's Leash,Blood-Spattered Scale,Blighted Margrave's Cloak,Gorestained Cleaver,Elysian Sentinel's Aegis,162833023,Argent Crusader's Tabard,Squire's Shirt
Shadowghast Helm,Muckformed Chain Choker,Vile Butcher's Pauldrons,Breastplate of Otherworldly Influence,Scarred Bloodbound Girdle,Endlessly Gluttonous Greaves,Sinful Gladiator's Plate Warboots,Sinful Gladiator's Plate Vambraces,Sinful Gladiator's Plate Handguards,Ritual Commander's Ring,Sinful Gladiator's Ring,Bladedancer's Armor Kit,Overwhelming Power Crystal,Sinful Gladiator's Drape,Sophisticated Bonecracker,Encrusted Canopic Lid,118230153,Guild Tabard,Stylish Blue Shirt
Plague Handler's Greathelm,Sin Stained Pendant,Unyielding Combatant's Pauldrons,Selfless Collector's Chestplate,Shadowghast Waistguard,Galvanized Oxxein Legguards,Warboots of Ruthless Conviction,Thunderous Echo Vambraces,Guilewind Stone Talons,Band of the Risen Bonelord,Signet of the False Accuser,Blood-Spattered Scale,Gluttonous Spike,Drape of Twisted Loyalties,Axe of the Deadgrove,Sylvan Whiteshield,141060662,,
Wrathbark Greathelm,Muckformed Chain Choker,Pauldrons of Unleashed Pride,Breastplate of Brutal Dissonance,Shadowghast Waistguard,Ceremonial Parade Legguards,Errant Crusader's Greaves,Hellhound Cuffs,Hardened Castle Crushers,Ritualist's Treasured Ring,Death God's Signet,Bladedancer's Armor Kit,Viscera of Coalesced Hatred,Cowled Batwing Cloak,Sophisticated Bonecracker,Acidslough Bulwark,121487654,Renowned Guild Tabard,
Darkfrost Helmet,Sin Stained Pendant,Vile Butcher's Pauldrons,Breastplate of Brutal Dissonance,Sinful Gladiator's Plate Greatbelt,Halkias's Towering Pillars,Sabatons of the Rushing Juggernaut,Shadowghast Armguards,Guilewind Stone Talons,Bloodoath Signet,Signet of the False Accuser,Gluttonous Spike,Phial of Putrefaction,Cowled Batwing Cloak,Supercollider,Acidslough Bulwark,185247392,,Artisan Officer's Shirt
Wing Commander's Helmet,Sinful Gladiator's Necklace,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Waistguard of Expurged Anguish,Galvanized Oxxein Legguards,Muckwallow Stompers,Queensguard Vambraces,Hardened Castle Crushers,Stitchflesh's Misplaced Signet,Ritualist's Treasured Ring,Blood-Spattered Scale,Anima Field Emitter,Cowled Batwing Cloak,Sophisticated Bonecracker,Waylight Defender,245299443,Argent Crusader's Tabard,Desecrated Seaweed Shirt
Wrathbark Greathelm,Azure-Venom Choker,Shadowghast Pauldrons,Abdominal Securing Chestguard,Scarred Bloodbound Girdle,Legplates of Unholy Frenzy,Stoneguard Attendant's Boots,Vambraces of the Depraved Warden,Guilewind Stone Talons,Arachnid Cipher Ring,Ritualist's Treasured Ring,Decanter of Anima-Charged Winds,Slimy Consumptive Organ,Dealer Xy'exa's Cape,Sophisticated Bonecracker,Acidslough Bulwark,90833227,,Undisputed Champion's Shirt
Wrathbark Greathelm,Sin Stained Pendant,Shadowghast Pauldrons,Breastplate of Otherworldly Influence,Fused Bone Greatbelt,Gormshell Greaves,Warboots of Ruthless Conviction,Vambraces of the Depraved Warden,Fogweaver Gauntlets,Band of the Risen Bonelord,Signet of the False Accuser,Slimy Consumptive Organ,Bladedancer's Armor Kit,Cloak of Enveloping Manifestations,Sinsmasher,Barricade of the Endless Empire,81181211,Renowned Guild Tabard,Red Linen Shirt
Wing Commander's Helmet,Noble's Birthstone Pendant,Sinful Gladiator's Plate Shoulders,Breastplate of Fatal Contrivances,Shadowghast Waistguard,Endlessly Gluttonous Greaves,Warboots of Ruthless Conviction,Reality-Shatter Vambraces,Distorted Construct's Gauntlets,Most Regal Signet of Sire Denathrius,Hyperlight Band,Inscrutable Quantum Device,Decanter of Anima-Charged Winds,Mantle of Manifest Sins,Sinful Gladiator's Hacker,Barricade of the Endless Empire,118477138,Guild Tabard,Formal White Shirt
